Waste Stream,Location,Year,Scenario,additionalSpecification,Stock/Flow ID,Layer 1,Layer 2,Layer 3,Layer 4,Value,Unit
BATT,EU27+4,2025,REC,,BATT_LIBSorted,battLiRechargeable,currentCollectorAnode,,,16051.52646,Mg
BATT,EU27+4,2025,REC,,BATT_LIBSorted,battLiRechargeable,currentCollectorAnode,shadowMaterial,,16051.52646,Mg
BATT,EU27+4,2025,REC,,BATT_LIBSorted,battLiRechargeable,currentCollectorAnode,shadowMaterial,Cu,16051.52646,Mg
BATT,EU27+4,2025,REC,,BATT_LIBSorted,battLiRechargeable,currentCollectorCathode,,,10560.81666,Mg
BATT,EU27+4,2025,REC,,BATT_LIBSorted,battLiRechargeable,currentCollectorCathode,shadowMaterial,,10560.81666,Mg
BATT,EU27+4,2025,REC,,BATT_LIBSorted,battLiRechargeable,currentCollectorCathode,shadowMaterial,Al,10560.81666,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,,,,339.5291188,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,anodeActiveMaterial,,,75.73666036,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,anodeActiveMaterial,graphite,,56.7175435,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,anodeActiveMaterial,graphite,C,56.7175435,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,anodeActiveMaterial,shadowMaterial,,18.98451029,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,anodeActiveMaterial,shadowMaterial,C,18.87416069,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,anodeActiveMaterial,shadowMaterial,Si,0.144956168,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellBinder,,,4.890505974,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellBinder,additives,,0.817652162,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellBinder,additives,undefinedElements,0.817652162,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellBinder,plastics,,4.072853812,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellBinder,plastics,undefinedElements,4.072853812,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,,,34.77704352,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,,13.61169827,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,undefinedElements,13.61169827,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,ferrousMetals,,15.94371462,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,ferrousMetals,undefinedElements,15.94371462,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,mixedMaterials,,1.698797424,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,mixedMaterials,undefinedElements,1.698797424,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,plastics,,3.52283321,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellCasing,plastics,undefinedElements,3.52283321,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,,,42.18905695,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,electrolytes,,8.35432094,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,electrolytes,undefinedElements,8.35432094,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,organicSolvents,,27.78123986,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,organicSolvents,undefinedElements,27.78123986,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,,6.052161044,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,F,4.300913988,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,Li,0.605671768,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,P,1.146910397,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellSeparator,,,10.06874257,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellSeparator,plastics,,8.281212715,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellSeparator,plastics,undefinedElements,8.281212715,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellSeparator,polyolefines,,0.794385931,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,batteryCellSeparator,polyolefines,undefinedElements,0.794385931,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,,,123.4489076,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,,123.4489896,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Al,0.091615166,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Co,30.90902191,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Fe,5.617427229,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Li,8.137954813,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Mn,11.65465886,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Ni,21.95933518,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,O,41.96387916,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,P,3.114960113,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeAdditive,,,2.719296265,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeAdditive,shadowMaterial,,2.719296265,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,cathodeAdditive,shadowMaterial,C,2.719296265,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,currentCollectorAnode,,,28.38749234,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,currentCollectorAnode,shadowMaterial,,28.38749234,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,currentCollectorAnode,shadowMaterial,Cu,28.38749234,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,currentCollectorCathode,,,17.31141316,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,currentCollectorCathode,shadowMaterial,,17.31141316,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToDirectRecycling,battLiRechargeable,currentCollectorCathode,shadowMaterial,Al,17.31141316,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,anodeActiveMaterial,graphite,,12445.44954,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,anodeActiveMaterial,graphite,C,12445.44954,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,anodeActiveMaterial,shadowMaterial,Si,31.80752494,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,,2986.795506,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,undefinedElements,2986.795506,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,batteryCellCasing,ferrousMetals,,3498.506522,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,batteryCellCasing,ferrousMetals,undefinedElements,3498.506522,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Al,20.10298511,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Co,6782.322522,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Fe,1232.624032,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Li,1785.699799,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Mn,2557.365143,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Ni,4818.505547,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,O,9208.074057,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,P,683.5112476,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,currentCollectorAnode,shadowMaterial,Cu,6229.026891,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical2,battLiRechargeable,currentCollectorCathode,shadowMaterial,Al,3798.61866,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,,,,150884.3152,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,anodeActiveMaterial,,,33656.83089,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,anodeActiveMaterial,graphite,,25204.8712,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,anodeActiveMaterial,graphite,C,25204.8712,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,anodeActiveMaterial,shadowMaterial,,8436.580771,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,anodeActiveMaterial,shadowMaterial,C,8387.542197,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,anodeActiveMaterial,shadowMaterial,Si,64.41748581,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellBinder,,,2173.305923,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellBinder,additives,,363.3587806,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellBinder,additives,undefinedElements,363.3587806,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellBinder,plastics,,1809.947142,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellBinder,plastics,undefinedElements,1809.947142,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,,,15454.66973,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,,6048.941485,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,undefinedElements,6048.941485,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,ferrousMetals,,7085.272893,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,ferrousMetals,undefinedElements,7085.272893,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,mixedMaterials,,754.9334409,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,mixedMaterials,undefinedElements,754.9334409,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,plastics,,1565.521915,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellCasing,plastics,undefinedElements,1565.521915,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,,,18748.51556,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,electrolytes,,3712.600552,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,electrolytes,undefinedElements,3712.600552,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,organicSolvents,,12345.78456,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,organicSolvents,undefinedElements,12345.78456,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,,2689.537138,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,F,1911.295456,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,Li,269.1562073,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellElectrolyte,shadowMaterial,P,509.6787882,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellSeparator,,,4474.477278,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellSeparator,plastics,,3680.111779,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellSeparator,plastics,undefinedElements,3680.111779,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellSeparator,polyolefines,,353.0194335,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,batteryCellSeparator,polyolefines,undefinedElements,353.0194335,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,,,54859.81276,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,,54859.84919,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Al,40.7131256,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Co,13735.74856,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Fe,2496.344536,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Li,3616.44899,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Mn,5179.247148,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Ni,9758.5717,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,O,18648.44816,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,P,1384.266024,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeAdditive,,,1208.435836,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeAdditive,shadowMaterial,,1208.435836,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,cathodeAdditive,shadowMaterial,C,1208.435836,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,currentCollectorAnode,,,12615.19883,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,currentCollectorAnode,shadowMaterial,,12615.19883,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,currentCollectorAnode,shadowMaterial,Cu,12615.19883,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,currentCollectorCathode,,,7693.068356,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,currentCollectorCathode,shadowMaterial,,7693.068356,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical3,battLiRechargeable,currentCollectorCathode,shadowMaterial,Al,7693.068356,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,anodeActiveMaterial,graphite,C,1650.885641,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,anodeActiveMaterial,shadowMaterial,C,549.3728916,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,anodeActiveMaterial,shadowMaterial,Si,4.2192599,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,,396.1976461,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,batteryCellCasing,AlAndAlAlloys,undefinedElements,396.1976461,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,batteryCellCasing,ferrousMetals,,464.0759791,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,batteryCellCasing,ferrousMetals,undefinedElements,464.0759791,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Al,2.666655739,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Co,899.6733164,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Fe,163.5072568,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Li,236.8726133,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Mn,339.2338203,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,Ni,639.173506,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,O,1221.448626,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,cathodeActiveMaterial,shadowMaterial,P,90.667589,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,currentCollectorAnode,shadowMaterial,Cu,826.2787949,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToMechanical4,battLiRechargeable,currentCollectorCathode,shadowMaterial,Al,503.885776,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,,,,13135.41029,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,anodeActiveMaterial,,,413.4370389,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,anodeActiveMaterial,shadowMaterial,,413.4370389,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,anodeActiveMaterial,shadowMaterial,Li,413.4370389,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellBinder,,,96.54526564,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellBinder,plastics,,65.67705146,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellBinder,plastics,undefinedElements,65.67705146,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellBinder,undefinedMaterials,,30.86821419,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellBinder,undefinedMaterials,undefinedElements,30.86821419,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellCasing,,,6586.751491,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellCasing,ferrousMetals,,5432.477311,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellCasing,ferrousMetals,undefinedElements,5432.477311,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,,,1216.010608,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,organicSolvents,,857.127522,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,organicSolvents,undefinedElements,857.127522,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,,358.8830857,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,Al,23.44719995,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,B,2.489541006,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,Br,95.56969681,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,Cl,171.4168824,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,F,17.50235854,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,Ga,14.65714757,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,Li,20.79948447,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellElectrolyte,shadowMaterial,O,13.00077503,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellSeparator,,,573.032274,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellSeparator,glass,,38.4210751,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellSeparator,glass,undefinedElements,38.4210751,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellSeparator,plastics,,534.6111989,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,batteryCellSeparator,plastics,undefinedElements,534.6111989,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,,,3619.790691,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,CFx,,309.3389124,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,CFx,undefinedElements,309.3389124,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,shadowMaterial,,3310.451779,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,shadowMaterial,Cl,746.0755421,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,shadowMaterial,Mn,571.4732978,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,shadowMaterial,O,1077.827372,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,cathodeActiveMaterial,shadowMaterial,S,915.0755667,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,currentCollectorCathode,,,629.8429235,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,currentCollectorCathode,shadowMaterial,,629.8429235,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,currentCollectorCathode,shadowMaterial,C,521.4757886,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiPrimary,currentCollectorCathode,shadowMaterial,undefinedElements,108.3671349,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,,,,6911.842775,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,anodeActiveMaterial,,,1541.782014,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,anodeActiveMaterial,graphite,,1154.607135,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,anodeActiveMaterial,graphite,C,1154.607135,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,anodeActiveMaterial,shadowMaterial,,386.4703881,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,anodeActiveMaterial,shadowMaterial,C,384.2239856,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,anodeActiveMaterial,shadowMaterial,Si,2.950893427,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,batteryCellBinder,,,99.55672876,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,batteryCellBinder,additives,,16.64506188,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,batteryCellBinder,additives,undefinedElements,16.64506188,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,batteryCellBinder,plastics,,82.91166688,Mg
BATT,EU27+4,2025,REC,,BATT_LIBToPyro1,battLiRechargeable,batteryCellBinder,plastics,undefinedElements,82.91166688,Mg
